"user_id","sign_up_date","age","gender","married","has_children","home_country","home_city","session_count","avg_session_duration_minute","avg_page_clicks","total_trips","conversion_rate","weekend_trip_proportion","cancellation_proportion","avg_booking_departure_gap_days_flights","avg_booking_departure_gap_days_hotels","total_flights_booked","round_trips_proportion","avg_flight_price_usd","avg_flight_discount_amount","discounted_flight_proportion","avg_flight_seats","avg_checked_bags","avg_distance_flown_km","total_hotels_booked","avg_hotel_price_usd","avg_hotel_discount_amount","discounted_hotel_proportion","avg_hotel_rooms","avg_stay_duration_day"
"518956","2023-01-09","48","F","true","false","usa","houston","9","1.56","17.78","2","0.22","0.50","0.00","10.47","11.28","1","1.00","420.84","0.10","0.11","1.00","0.00","2399.58","2","166.00","0.15","0.22","1.00","4.00"
"518963","2023-01-09","31","F","false","true","usa","san jose","8","0.75","9.13","2","0.25","0.00","0.00","6.20","6.37","2","0.50","164.18","0.20","0.38","1.00","0.00","1689.90","2","133.00","","0.00","1.00","2.50"
"518971","2023-01-09","39","F","false","false","canada","quebec","9","1.44","15.67","2","0.22","0.00","0.00","4.52","4.69","2","1.00","326.15","0.22","0.44","1.00","0.50","1724.50","2","69.50","","0.00","1.00","0.50"
"518998","2023-01-09","46","F","true","true","usa","st. petersburg","8","1.88","18.88","3","0.38","0.00","0.00","8.13","8.30","3","1.00","329.94","0.10","0.13","1.00","1.33","1801.14","3","149.00","0.08","0.25","1.00","1.00"
"519014","2023-01-09","39","F","false","false","usa","portland","8","1.63","16.63","4","0.50","0.00","0.00","5.99","6.14","2","1.00","253.85","0.25","0.13","1.00","0.50","1464.43","3","183.67","0.10","0.25","1.00","10.33"
"519059","2023-01-09","27","F","false","true","canada","victoria","8","1.38","14.63","2","0.25","0.00","0.00","9.14","9.40","2","1.00","668.15","0.15","0.13","1.00","0.50","3331.61","2","184.50","0.10","0.25","1.00","2.00"
"519079","2023-01-09","50","F","false","false","usa","phoenix","8","1.75","18.25","5","0.63","0.00","0.00","6.71","8.47","4","0.75","476.20","0.08","0.25","1.00","0.50","2985.97","4","208.50","0.10","0.13","1.00","5.25"
"519089","2023-01-09","34","F","false","true","usa","philadelphia","8","1.50","15.75","3","0.38","0.33","0.00","63.98","11.91","3","1.00","966.92","0.10","0.13","1.00","1.00","5925.40","2","80.00","","0.00","1.00","5.00"
"519091","2023-01-09","54","F","true","false","usa","san francisco","8","1.13","11.25","2","0.25","0.00","0.00","3.50","7.82","1","1.00","1587.20","0.13","0.50","2.00","1.00","3792.32","2","159.00","0.05","0.13","2.00","14.00"
"519096","2023-01-09","33","F","false","true","usa","tampa","8","1.88","19.13","2","0.25","0.00","0.00","8.69","8.85","2","1.00","237.79","0.13","0.25","1.00","0.00","1419.01","2","129.50","0.05","0.13","1.00","3.00"
"519114","2023-01-09","39","F","false","true","usa","san antonio","8","2.63","24.75","3","0.38","0.00","0.00","7.90","8.11","3","1.00","427.95","0.05","0.13","1.00","0.33","2340.86","3","157.00","0.15","0.13","1.00","5.00"
"519117","2023-01-09","46","F","true","true","usa","san antonio","8","1.63","16.63","4","0.50","0.00","0.00","8.79","8.96","4","1.00","272.39","0.13","0.38","1.00","0.50","1493.62","4","189.50","0.05","0.13","1.00","3.75"
"519137","2023-01-09","50","F","false","false","usa","houston","9","1.11","12.00","3","0.33","0.00","0.00","9.54","9.72","3","1.00","502.41","","0.00","1.33","0.33","1889.15","3","191.67","0.12","0.33","1.33","2.67"
"519140","2023-01-09","56","F","true","false","usa","new york","8","2.50","23.38","5","0.63","0.00","0.00","7.34","9.44","4","1.00","158.93","0.10","0.13","1.25","1.00","760.24","5","163.60","","0.00","1.20","2.40"
"519171","2023-01-09","48","F","false","true","usa","austin","9","1.44","15.44","2","0.22","0.00","0.00","6.75","6.22","2","1.00","587.89","0.20","0.22","1.50","0.50","2235.02","1","62.00","0.05","0.11","2.00","6.00"
"519191","2023-01-09","20","M","false","false","usa","tampa","8","3.13","28.38","1","0.13","0.00","0.00","","6.58","0","0.00","","","0.00","","","","1","68.00","0.10","0.50","2.00","14.00"
"519205","2023-01-09","44","F","true","false","usa","santa ana","8","1.13","14.63","2","0.25","0.00","0.00","6.10","6.33","2","1.00","495.75","","0.00","1.00","0.50","2687.45","2","212.50","0.08","0.25","1.00","1.50"
"519210","2023-01-09","44","M","true","false","usa","san antonio","9","1.33","14.44","4","0.44","0.25","0.00","10.41","8.31","2","1.00","386.31","0.05","0.11","1.00","0.50","2091.97","3","82.33","","0.00","1.00","7.67"
"519211","2023-01-09","36","F","true","false","usa","san antonio","8","1.75","16.38","5","0.63","0.00","0.00","7.18","6.43","4","0.75","396.06","0.20","0.25","1.00","0.75","2554.64","5","103.80","","0.00","1.00","3.40"
"519248","2023-01-09","27","F","true","true","usa","richmond","8","1.50","15.75","1","0.13","0.00","0.00","225.26","225.38","1","1.00","340.75","0.15","0.13","3.00","2.00","668.79","1","205.00","0.05","0.25","2.00","9.00"
"519254","2023-01-09","31","F","false","false","usa","tucson","8","2.00","19.00","7","0.88","0.00","0.00","8.65","9.96","6","1.00","561.36","","0.00","1.17","0.33","2458.53","7","158.14","0.10","0.13","1.14","2.71"
"519260","2023-01-09","27","F","false","true","usa","los angeles","8","2.13","22.13","3","0.38","0.00","0.00","9.08","20.22","2","1.00","544.35","0.05","0.13","1.00","1.00","3123.41","3","255.67","0.10","0.25","1.00","0.67"
"519267","2023-01-09","47","F","false","false","usa","portland","9","0.78","10.22","1","0.11","0.00","0.00","9.79","9.98","1","1.00","361.38","0.10","0.11","1.00","1.00","1922.30","1","65.00","","0.00","1.00","1.00"
"519285","2023-01-09","30","F","false","false","usa","portland","8","1.75","17.50","4","0.50","0.00","0.00","6.99","7.03","3","1.00","540.06","0.10","0.13","1.00","0.33","3270.01","4","86.50","","0.00","1.00","3.50"
"519312","2023-01-09","59","F","true","true","usa","modesto","8","0.38","6.13","0","0.00","0.00","","","","0","0.00","","","0.00","","","","0","","0.05","0.25","",""
"519313","2023-01-09","24","M","false","true","usa","san diego","8","0.38","6.88","1","0.13","0.00","0.00","10.56","10.78","1","1.00","482.88","","0.00","1.00","0.00","2468.74","1","226.00","","0.00","1.00","2.00"
"519335","2023-01-09","64","F","true","true","usa","tucson","10","0.80","10.80","2","0.20","0.00","0.00","","2.97","0","0.00","","0.15","0.10","","","","2","168.00","","0.00","1.50","4.00"
"519348","2023-01-09","46","M","false","false","usa","new york","8","2.00","19.88","3","0.38","0.33","0.00","6.30","6.45","3","1.00","223.83","","0.00","1.00","0.67","1272.91","3","141.67","0.13","0.25","1.00","2.00"
"519353","2023-01-09","68","F","false","false","usa","phoenix","8","1.13","12.88","1","0.13","0.00","0.00","","4.04","0","0.00","","","0.00","","","","1","182.00","","0.00","1.00","6.00"
"519357","2023-01-09","45","F","false","true","usa","philadelphia","9","1.22","14.44","5","0.56","0.00","0.00","7.49","7.78","5","1.00","137.94","0.10","0.44","1.00","0.60","757.88","4","164.75","","0.00","1.00","1.50"
"519368","2023-01-09","20","F","false","true","usa","atlanta","9","0.56","7.56","1","0.11","0.00","0.00","4.10","4.24","1","1.00","207.24","0.15","0.11","1.00","0.00","1108.34","1","198.00","0.25","0.11","1.00","0.00"
"519383","2023-01-09","33","F","false","false","usa","fayetteville","9","2.45","10.27","2","0.22","0.00","0.50","243.19","197.05","1","0.00","2554.90","","0.18","2.00","1.00","15954.76","2","187.20","0.10","0.27","1.00","11.40"
"519392","2023-01-09","57","F","true","false","usa","fort worth","8","1.38","15.00","2","0.25","0.00","0.00","9.30","8.23","2","1.00","415.63","0.10","0.25","1.00","1.00","2269.35","1","131.00","0.10","0.13","1.00","2.00"
"519393","2023-01-09","50","F","false","true","usa","chicago","8","0.88","10.25","3","0.38","0.33","0.00","9.40","8.30","2","1.00","451.65","","0.00","1.00","0.50","2491.86","2","74.50","0.20","0.13","1.00","3.00"
"519406","2023-01-09","23","F","false","false","canada","halifax","8","1.00","11.38","0","0.00","0.00","","","","0","0.00","","0.10","0.13","","","","0","","0.10","0.13","",""
"519412","2023-01-09","50","F","true","false","usa","houston","8","1.63","16.50","2","0.25","0.00","0.00","9.79","7.85","1","1.00","67.83","0.18","0.38","1.00","0.00","414.78","2","180.00","","0.00","1.00","2.00"
"519419","2023-01-09","33","F","false","true","usa","fresno","9","0.44","8.44","1","0.11","0.00","0.00","8.89","9.06","1","1.00","295.76","0.05","0.22","1.00","0.00","1658.09","1","288.00","0.13","0.22","1.00","2.00"
"519430","2023-01-09","35","F","false","false","usa","new york","8","1.50","16.13","2","0.25","0.50","0.00","7.33","7.50","2","1.00","396.36","0.28","0.25","1.50","0.50","1683.92","2","76.00","0.20","0.25","1.50","3.00"
"519446","2023-01-09","48","F","true","false","usa","los angeles","8","1.25","14.63","4","0.50","0.00","0.00","7.48","8.26","4","1.00","427.75","","0.00","1.00","1.25","2341.77","3","169.00","","0.00","1.00","5.00"
"519469","2023-01-09","35","M","false","false","usa","nashville","8","3.60","71.50","3","0.38","0.00","0.33","5.97","9.09","2","1.00","681.79","","0.20","3.40","0.20","1092.00","3","178.17","0.23","0.40","3.00","1.83"
"519515","2023-01-09","51","M","true","true","usa","indianapolis","8","1.13","13.50","4","0.50","0.00","0.00","8.03","7.74","3","1.00","350.94","0.20","0.13","1.00","1.33","1999.65","3","108.00","0.13","0.25","1.33","8.33"
"519529","2023-01-09","25","M","true","true","canada","windsor","8","0.88","12.13","1","0.13","0.00","0.00","6.54","6.66","1","1.00","173.81","0.10","0.13","1.00","1.00","844.86","1","48.00","","0.00","1.00","2.00"
"519532","2023-01-09","44","F","false","false","canada","quebec","9","1.11","13.44","3","0.33","0.00","0.00","6.97","7.15","3","1.00","451.13","0.12","0.33","1.67","1.33","1915.28","3","108.00","","0.00","1.67","1.00"
"519541","2023-01-09","48","M","true","false","usa","san francisco","8","1.38","13.50","2","0.25","0.00","0.00","8.29","8.51","2","1.00","489.32","","0.00","1.00","0.50","2559.31","2","186.00","0.15","0.13","1.00","1.50"
"519548","2023-01-09","25","M","true","true","usa","wichita","8","0.88","11.50","0","0.00","0.00","","","","0","0.00","","","0.00","","","","0","","0.10","0.13","",""
"519554","2023-01-09","33","F","false","true","usa","seattle","9","1.22","14.33","3","0.33","0.00","0.00","10.02","10.25","3","1.00","510.00","0.05","0.22","1.00","0.67","2796.67","3","280.33","","0.00","1.00","4.33"
"519561","2023-01-09","72","F","true","false","usa","new york","8","0.38","6.25","0","0.00","0.00","","","","0","0.00","","","0.00","","","","0","","0.15","0.13","",""
"519595","2023-01-09","42","M","false","false","usa","los angeles","8","1.38","14.88","4","0.50","0.25","0.00","7.85","8.76","4","1.00","531.43","0.13","0.25","1.00","0.25","3047.93","3","64.67","","0.00","1.00","2.33"
"519596","2023-01-09","41","F","true","true","usa","fayetteville","8","1.75","16.88","2","0.25","0.00","0.00","6.74","6.94","2","1.00","386.97","0.08","0.25","1.00","0.00","2196.90","2","118.50","","0.00","1.00","2.50"
"519604","2023-01-09","55","F","false","false","usa","burlington","8","1.13","12.25","3","0.38","0.00","0.00","7.83","7.95","3","1.00","124.84","0.15","0.13","1.00","0.33","711.29","3","126.67","0.05","0.13","1.00","3.33"
"519626","2023-01-09","47","M","false","true","usa","cleveland","8","1.88","18.50","3","0.38","0.00","0.00","6.14","6.29","3","1.00","218.83","0.10","0.25","1.00","0.33","1198.35","3","105.00","","0.00","1.00","4.00"
"519631","2023-01-09","51","F","false","false","usa","san francisco","8","2.25","22.25","6","0.75","0.00","0.00","7.45","7.61","6","1.00","230.35","0.10","0.13","1.00","0.50","1261.53","6","156.50","0.30","0.13","1.00","1.83"
"519664","2023-01-09","53","F","true","true","usa","riverside","8","3.00","27.50","2","0.25","0.00","0.00","10.82","10.95","2","1.00","208.00","0.40","0.13","1.00","1.00","1009.62","2","157.00","0.10","0.13","1.00","5.00"
"519687","2023-01-09","25","F","true","true","usa","laredo","9","0.78","11.00","0","0.00","0.00","","","","0","0.00","","0.05","0.22","","","","0","","0.08","0.22","",""
"519694","2023-01-09","33","F","false","false","canada","ottawa","8","2.63","26.13","4","0.50","0.00","0.00","5.45","5.64","4","1.00","378.29","0.10","0.13","1.00","0.50","2023.80","4","222.75","0.10","0.13","1.00","0.75"
"519695","2023-01-09","39","F","false","false","usa","houston","8","1.50","16.00","3","0.38","0.00","0.00","6.52","7.01","2","1.00","386.55","0.18","0.25","1.00","0.00","2191.87","3","210.67","0.10","0.13","1.33","2.33"
"519706","2023-01-09","62","F","false","true","canada","victoria","8","1.00","11.63","1","0.13","0.00","0.00","","11.52","0","0.00","","0.10","0.13","","","","1","126.00","0.20","0.13","2.00","27.00"
"519709","2023-01-09","32","F","true","false","usa","chicago","9","3.55","17.45","5","0.56","0.20","0.20","99.94","8.11","5","1.00","318.16","0.05","0.27","1.50","1.13","1211.82","3","225.50","","0.18","1.00","1.50"
"519718","2023-01-09","52","F","true","true","usa","buffalo","8","6.20","48.20","4","0.50","0.00","0.25","5.68","5.50","3","1.00","129.94","0.08","0.60","1.00","0.17","701.34","4","120.43","","0.20","1.00","1.71"
"519722","2023-01-09","29","F","true","true","usa","new york","8","1.00","11.25","3","0.38","0.00","0.00","8.68","7.05","1","1.00","1171.92","","0.00","3.00","0.00","2263.99","2","185.50","","0.00","1.50","6.00"
"519725","2023-01-09","41","F","true","true","usa","louisville","8","1.63","16.75","2","0.25","0.00","0.00","4.46","4.74","1","1.00","232.88","","0.00","1.00","1.00","1295.85","2","120.00","0.05","0.13","1.00","1.50"
"519726","2023-01-09","43","F","true","false","usa","milwaukee","8","0.63","9.13","2","0.25","0.00","0.00","5.38","5.53","2","1.00","219.21","0.10","0.13","1.00","0.00","1188.99","2","142.00","","0.00","1.00","3.00"
"519747","2023-01-09","45","M","true","false","usa","columbus","8","9.20","47.60","6","0.75","0.00","0.17","6.18","6.38","6","0.83","405.13","0.10","0.30","1.11","0.56","2165.11","6","155.67","0.05","0.30","1.11","1.89"
"519769","2023-01-09","41","O","true","true","usa","atlanta","8","1.00","12.38","3","0.38","0.00","0.00","7.12","7.29","3","1.00","312.78","0.15","0.13","1.00","0.33","1775.27","3","154.00","0.20","0.13","1.00","2.33"
"519774","2023-01-09","54","F","false","true","usa","las vegas","8","1.38","16.50","3","0.38","0.00","0.00","7.73","10.79","2","1.00","330.89","0.23","0.25","1.00","1.00","1901.38","3","106.00","0.20","0.13","1.00","6.00"
"519787","2023-01-09","18","F","false","true","canada","edmonton","9","1.18","49.00","2","0.22","0.00","0.50","104.52","11.69","1","1.00","3317.47","0.15","0.27","2.00","1.00","8302.14","2","128.00","0.15","0.27","2.00","7.00"
"519799","2023-01-09","37","F","false","true","usa","bakersfield","8","1.50","15.50","5","0.63","0.20","0.00","7.24","6.33","5","1.00","450.18","0.25","0.38","1.00","0.40","2503.41","3","205.33","","0.00","1.00","3.00"
"519846","2023-01-09","57","F","false","true","usa","brownsville","9","1.89","18.78","4","0.44","0.00","0.00","6.93","5.75","3","0.67","524.13","0.15","0.11","1.33","0.00","2453.93","4","261.50","","0.00","1.50","3.00"
"519848","2023-01-09","43","F","false","false","usa","los angeles","9","1.56","18.11","4","0.44","0.00","0.00","7.62","7.81","4","1.00","429.63","0.20","0.22","1.50","0.00","2048.76","4","230.25","0.05","0.11","1.50","1.75"
"519853","2023-01-09","42","F","false","true","usa","new york","8","0.88","11.13","2","0.25","0.00","0.00","5.55","4.59","2","1.00","252.80","0.10","0.25","1.50","0.00","971.81","1","290.00","0.10","0.38","1.00","1.00"
"519859","2023-01-09","42","F","false","false","usa","san diego","8","1.25","13.38","5","0.63","0.00","0.00","9.28","8.44","5","1.00","668.95","0.13","0.38","1.40","0.00","2770.60","4","205.00","0.05","0.13","1.25","6.25"
"519885","2023-01-09","28","F","false","false","usa","houston","8","1.50","16.88","3","0.38","0.00","0.00","9.37","8.72","2","1.00","501.16","0.05","0.13","1.50","0.50","2111.86","3","225.33","0.05","0.13","1.33","6.00"
"519888","2023-01-09","39","F","false","false","usa","las vegas","8","2.25","21.00","4","0.50","0.00","0.00","7.09","10.64","3","1.00","357.27","","0.00","1.00","1.00","1869.05","4","78.50","0.15","0.38","1.00","3.50"
"519893","2023-01-09","43","F","true","false","usa","spokane","9","2.44","23.11","4","0.44","0.00","0.00","9.07","8.20","3","1.00","924.24","0.15","0.11","1.67","0.67","2882.49","4","159.75","","0.00","1.50","2.50"
"519896","2023-01-09","47","F","true","false","usa","miami","9","3.00","27.44","3","0.33","0.00","0.00","88.46","88.88","3","1.00","2044.59","0.10","0.11","1.33","0.67","6436.30","3","193.00","0.15","0.22","1.00","9.00"
"519897","2023-01-09","18","F","false","false","usa","tulsa","8","0.50","7.25","0","0.00","0.00","","","","0","0.00","","0.10","0.25","","","","0","","0.05","0.13","",""
"519905","2023-01-09","41","F","true","false","canada","montreal","8","1.25","13.88","2","0.25","0.00","0.00","7.29","7.48","2","1.00","356.11","","0.00","1.00","1.00","1995.76","2","401.00","","0.00","1.00","3.00"
"519911","2023-01-09","40","F","false","false","canada","toronto","9","2.00","19.89","6","0.67","0.00","0.00","6.66","6.84","6","1.00","313.26","0.10","0.22","1.00","0.17","1772.22","6","136.83","0.05","0.11","1.00","3.83"
"519912","2023-01-09","45","M","false","false","usa","houston","8","1.75","17.25","4","0.50","0.00","0.00","8.88","9.06","4","0.50","219.10","0.15","0.13","1.00","0.50","1798.89","4","184.25","","0.00","1.00","2.25"
"519943","2023-01-09","59","F","true","true","canada","toronto","9","0.56","9.33","0","0.00","0.00","","","","0","0.00","","","0.00","","","","0","","0.07","0.33","",""
"519955","2023-01-09","38","F","false","false","usa","orlando","8","1.38","15.50","2","0.25","0.00","0.00","6.83","7.06","2","1.00","474.11","0.20","0.25","1.00","0.50","2606.83","2","169.50","","0.00","1.00","2.50"
"519957","2023-01-09","54","F","true","false","usa","new york","8","1.38","15.50","2","0.25","0.00","0.00","7.87","8.16","2","0.50","549.54","0.05","0.25","1.00","1.00","3891.19","2","125.50","0.13","0.38","1.00","2.00"
"519961","2023-01-09","31","F","false","false","usa","new york","9","1.56","16.56","3","0.33","0.00","0.00","8.49","8.66","3","1.00","282.44","0.05","0.11","1.00","0.67","1650.82","3","168.00","0.05","0.11","1.00","1.67"
"519965","2023-01-09","38","M","false","true","usa","oakland","8","1.75","18.63","3","0.38","0.00","0.00","7.87","8.09","3","1.00","447.55","0.10","0.13","1.00","0.67","2589.95","3","331.00","0.15","0.38","1.00","1.67"
"519982","2023-01-09","21","F","false","true","usa","memphis","8","1.70","57.30","1","0.13","0.00","1.00","169.20","","1","1.00","3288.00","0.15","0.40","2.00","1.00","10705.75","1","","","0.20","",""
"520054","2023-01-09","35","F","false","true","usa","fort worth","8","2.00","19.00","1","0.13","0.00","0.00","6.47","6.57","1","1.00","51.23","0.15","0.25","1.00","0.00","287.27","1","287.00","0.10","0.13","1.00","1.00"
"520063","2023-01-09","37","F","false","true","usa","san antonio","11","1.45","14.64","2","0.18","0.00","0.00","6.75","6.91","2","1.00","261.29","","0.00","1.00","0.00","1431.45","2","70.00","","0.00","1.00","1.00"
"520097","2023-01-09","52","F","true","false","usa","louisville","8","2.00","19.00","4","0.50","0.00","0.00","6.33","6.33","4","1.00","192.03","0.15","0.38","1.00","0.50","1094.67","3","132.33","0.05","0.13","1.00","0.67"
"520106","2023-01-09","26","F","false","true","usa","salt lake city","8","1.88","18.88","1","0.13","0.00","0.00","8.65","8.79","1","1.00","185.18","0.25","0.13","1.00","1.00","1113.35","1","245.00","","0.00","1.00","2.00"
"520141","2023-01-09","43","F","false","false","usa","new york","8","2.00","19.25","3","0.38","0.00","0.00","7.59","8.56","2","1.00","257.02","0.08","0.25","1.00","0.50","1403.84","3","169.00","","0.00","1.00","3.67"
"520152","2023-01-09","47","F","true","true","usa","phoenix","9","1.67","17.56","4","0.44","0.00","0.00","8.08","8.36","3","1.00","237.94","0.10","0.11","1.00","1.00","1375.10","4","184.25","","0.00","1.25","4.25"
"520170","2023-01-09","24","F","false","true","usa","omaha","8","1.13","12.75","2","0.25","0.00","0.00","11.39","7.35","1","1.00","701.13","0.20","0.13","2.00","0.00","2173.33","2","113.50","0.10","0.13","2.00","2.50"
"520175","2023-01-09","52","F","false","false","usa","atlanta","8","3.13","27.00","3","0.38","0.00","0.00","7.51","7.68","3","1.00","305.42","0.15","0.25","1.00","0.67","1636.15","3","119.00","0.08","0.25","1.00","1.67"
"520177","2023-01-09","54","F","true","false","usa","nashville","10","2.20","20.00","6","0.60","0.00","0.00","7.44","9.87","5","1.00","230.05","","0.00","1.00","0.40","1293.20","4","155.00","0.07","0.30","1.00","5.75"
"520182","2023-01-09","44","F","true","true","usa","new york","8","1.13","12.63","3","0.38","0.00","0.00","7.66","8.89","3","1.00","457.03","0.08","0.25","1.33","0.67","2263.37","1","355.00","","0.00","1.00","6.00"
"520188","2023-01-09","36","F","false","false","canada","victoria","8","2.25","22.13","2","0.25","0.00","0.00","7.42","6.62","1","1.00","488.46","","0.00","1.00","1.00","2820.40","2","74.00","0.25","0.25","1.00","4.50"
"520193","2023-01-09","49","F","false","false","usa","el paso","8","0.88","11.38","3","0.38","0.33","0.00","7.53","7.77","3","1.00","518.62","0.15","0.13","1.00","1.00","2941.00","3","166.33","","0.00","1.00","2.67"
"520225","2023-01-09","42","F","false","true","usa","san jose","8","1.75","17.75","5","0.63","0.00","0.00","7.62","7.81","5","1.00","393.28","0.13","0.25","1.00","0.60","2055.73","5","139.40","","0.00","1.00","2.40"
"520244","2023-01-09","42","F","true","false","usa","new york","8","1.38","14.25","2","0.25","0.00","0.00","5.79","6.03","2","0.50","377.04","0.10","0.13","1.00","0.50","2936.06","2","93.00","0.18","0.25","1.00","4.00"
"520248","2023-01-09","39","F","false","true","usa","new york","8","2.63","25.63","4","0.50","0.00","0.00","7.88","8.10","4","1.00","481.50","0.20","0.13","1.00","0.25","2502.28","4","262.25","","0.00","1.00","1.75"
"520250","2023-01-09","55","M","true","false","usa","austin","8","1.88","18.63","4","0.50","0.00","0.00","8.18","8.34","4","1.00","358.54","","0.00","1.25","0.50","1532.04","4","154.75","0.10","0.25","1.25","1.75"
"520256","2023-01-09","43","F","true","false","usa","dallas","8","1.63","16.75","4","0.50","0.00","0.00","6.11","13.86","3","1.00","186.00","0.05","0.13","1.33","0.00","882.48","4","125.50","0.05","0.13","1.25","4.75"
"520265","2023-01-09","42","F","true","true","usa","fresno","8","1.50","14.88","5","0.63","0.00","0.00","8.43","9.04","4","1.00","581.52","0.15","0.13","1.00","0.25","3034.43","5","136.40","0.08","0.25","1.00","5.00"
"520277","2023-01-09","39","F","false","false","usa","omaha","8","1.63","16.00","2","0.25","0.00","0.00","7.21","7.37","2","1.00","242.20","0.15","0.25","1.00","0.00","1351.43","2","75.00","0.13","0.25","1.00","1.00"
"520291","2023-01-09","36","M","true","false","usa","los angeles","9","2.56","26.22","4","0.44","0.00","0.00","7.63","7.87","4","1.00","505.79","0.13","0.22","1.00","1.25","2790.21","4","138.75","0.08","0.22","1.00","5.00"
"520298","2023-01-09","41","F","false","false","usa","houston","8","2.00","20.50","2","0.25","0.00","0.00","7.39","6.31","1","1.00","311.82","0.23","0.25","1.00","2.00","1673.32","2","282.50","0.05","0.13","1.00","3.50"
"520307","2023-01-09","51","F","false","false","usa","buffalo","8","0.88","11.25","3","0.38","0.00","0.00","7.22","7.38","3","1.00","260.37","0.20","0.25","1.00","0.33","1454.97","3","209.00","0.13","0.25","1.00","2.33"
"520311","2023-01-09","48","F","true","true","usa","milwaukee","8","1.50","14.50","5","0.63","0.40","0.00","5.75","6.06","4","1.00","232.68","0.13","0.25","1.25","1.00","1150.95","2","197.50","","0.00","1.00","6.00"
"520314","2023-01-09","17","F","false","true","usa","new york","8","1.38","13.38","2","0.25","0.00","0.00","","9.49","0","0.00","","0.15","0.38","","","","2","161.00","","0.00","2.00","5.00"
"520327","2023-01-09","25","F","false","false","usa","new york","8","1.38","15.75","2","0.25","0.00","0.00","7.27","7.52","2","1.00","594.55","0.10","0.25","1.00","0.00","3154.56","2","241.00","0.10","0.13","1.00","0.50"
"520358","2023-01-09","50","F","true","false","usa","montgomery","8","1.13","13.38","4","0.50","0.00","0.00","8.21","7.23","3","1.00","265.60","","0.00","1.00","1.00","1496.85","4","130.25","0.10","0.13","1.00","3.25"
"520373","2023-01-09","48","F","false","true","usa","buffalo","8","1.63","17.13","3","0.38","0.00","0.00","9.42","9.55","3","0.67","149.77","","0.00","1.33","0.00","879.66","3","174.67","","0.00","1.33","3.00"
"520397","2023-01-09","44","F","true","false","usa","austin","9","2.73","62.00","4","0.44","0.00","0.25","5.29","6.16","4","1.00","224.94","0.10","0.27","1.00","0.71","1204.08","3","161.00","","0.18","1.00","1.50"
"520405","2023-01-09","30","F","false","false","usa","cleveland","8","0.63","8.25","1","0.13","0.00","0.00","6.14","6.27","1","1.00","142.46","0.20","0.13","1.00","1.00","819.48","1","164.00","","0.00","1.00","0.00"
"520411","2023-01-09","39","F","true","false","usa","detroit","8","1.00","14.38","2","0.25","0.00","0.00","4.67","4.79","2","1.00","136.89","0.13","0.38","1.00","0.50","802.88","2","170.00","","0.00","1.00","3.00"
"520422","2023-01-09","38","F","false","false","usa","mobile","8","1.13","13.13","2","0.25","0.00","0.00","7.32","4.24","2","1.00","333.80","0.13","0.38","1.00","0.00","1920.68","1","215.00","0.05","0.13","1.00","3.00"
"520429","2023-01-09","51","M","true","true","usa","winston-salem","8","0.80","49.70","3","0.38","0.00","0.33","110.31","10.07","3","0.67","1981.42","","0.20","3.00","2.33","3339.83","3","177.00","0.05","0.30","1.00","3.00"
"520436","2023-01-09","47","F","true","false","usa","chicago","8","2.50","23.88","6","0.75","0.17","0.00","6.79","8.68","5","1.00","388.54","","0.00","1.00","0.80","2142.95","6","132.50","","0.00","1.00","3.33"
"520440","2023-01-09","35","F","true","false","usa","new york","9","1.22","13.11","0","0.00","0.00","","","","0","0.00","","0.05","0.22","","","","0","","","0.00","",""
"520480","2023-01-09","38","F","false","false","canada","vancouver","8","1.25","13.25","3","0.38","0.00","0.00","8.14","7.53","3","1.00","703.14","0.10","0.25","1.00","0.33","3781.86","2","63.50","0.08","0.38","1.00","4.50"
"520491","2023-01-09","55","M","false","true","usa","new york","8","1.50","16.25","5","0.63","0.20","0.00","7.28","9.91","4","1.00","480.97","0.15","0.13","1.25","1.25","2098.15","4","137.75","","0.00","1.25","1.50"
"520497","2023-01-09","48","F","false","false","usa","long beach","8","1.75","16.50","3","0.38","0.33","0.00","8.06","7.78","3","1.00","640.83","0.33","0.25","1.00","1.00","3477.17","2","81.50","0.20","0.13","1.00","2.50"
"520527","2023-01-09","33","F","false","false","usa","denver","8","1.13","12.75","2","0.25","0.00","0.00","8.55","8.72","2","1.00","320.28","0.05","0.13","1.00","1.00","1730.34","2","215.50","0.15","0.13","1.00","2.50"
"520530","2023-01-09","41","F","true","false","usa","los angeles","8","1.50","16.88","4","0.50","0.00","0.00","9.00","9.24","4","1.00","544.48","0.08","0.25","1.00","0.75","2931.66","4","131.75","0.10","0.38","1.00","2.50"
"520532","2023-01-09","47","F","true","false","usa","washington","9","1.89","19.78","4","0.44","0.00","0.00","8.94","9.12","4","1.00","346.43","0.20","0.11","1.00","0.75","1806.19","4","96.75","0.25","0.11","1.00","3.75"
"520539","2023-01-09","52","F","true","true","usa","little rock","8","11.30","23.50","4","0.50","0.00","0.25","128.99","129.13","4","1.00","270.40","0.08","0.40","2.14","1.29","937.00","4","125.14","0.10","0.40","1.57","9.00"
"520556","2023-01-09","34","F","false","true","usa","austin","8","1.75","18.25","5","0.63","0.00","0.00","7.46","8.90","4","1.00","249.77","0.09","0.50","1.00","0.75","1316.27","4","165.75","0.10","0.13","1.25","9.75"
